bnumber,keyword
b2081,Protease
b2081,Reference proteome
b2081,tRNA processing
b2082,Activator
b2082,Reference proteome
b2082,Transcription
b2082,Transcription regulation
b2085,Reference proteome
b2086,3D-structure
b2086,ATP-binding
b2086,Cytoplasm
b2086,Kinase
b2086,Lipid biosynthesis
b2086,Lipid metabolism
b2086,Magnesium
b2086,Metal-binding
b2086,Nucleotide-binding
b2086,Phospholipid biosynthesis
b2086,Phospholipid metabolism
b2086,Reference proteome
b2086,Transferase
b2088,DNA recombination
b2088,DNA-binding
b2088,Reference proteome
b2088,Transposable element
b2088,Transposition
b2089,DNA recombination
b2089,DNA-binding
b2089,Reference proteome
b2089,Transposable element
b2089,Transposition
b2091,3D-structure
b2091,Galactitol metabolism
b2091,Metal-binding
b2091,NAD
b2091,Oxidoreductase
b2091,Reference proteome
b2091,Zinc
b2092,Cell inner membrane
b2092,Cell membrane
b2092,Galactitol metabolism
b2092,Membrane
b2092,Phosphotransferase system
b2092,Reference proteome
b2092,Sugar transport
b2092,Transmembrane
b2092,Transmembrane helix
b2092,Transport
b2093,Cytoplasm
b2093,Direct protein sequencing
b2093,Galactitol metabolism
b2093,Phosphoprotein
b2093,Phosphotransferase system
b2093,Reference proteome
b2093,Sugar transport
b2093,Transferase
b2093,Transport
b2094,Cytoplasm
b2094,Galactitol metabolism
b2094,Kinase
b2094,Phosphoprotein
b2094,Phosphotransferase system
b2094,Reference proteome
b2094,Sugar transport
b2094,Transferase
b2094,Transport
b2095,Direct protein sequencing
b2095,Galactitol metabolism
b2095,Reference proteome
b2096,Direct protein sequencing
b2096,Galactitol metabolism
b2096,Lyase
b2096,Metal-binding
b2096,Reference proteome
b2096,Zinc
b2097,Acetylation
b2097,Cytoplasm
b2097,Direct protein sequencing
b2097,Glycolysis
b2097,Lyase
b2097,Reference proteome
b2097,Schiff base
b2098,Cell inner membrane
b2098,Cell membrane
b2098,Membrane
b2098,Reference proteome
b2098,Transmembrane
b2098,Transmembrane helix
b2098,Transport
b2099,Hydrolase
b2099,Reference proteome
b2100,Kinase
b2100,Reference proteome
b2100,Transferase
b2101,DNA-binding
b2101,Reference proteome
b2101,Transcription
b2101,Transcription regulation
b2102,Glycosidase
b2102,Hydrolase
b2102,Reference proteome
b2103,ATP-binding
b2103,Direct protein sequencing
b2103,Kinase
b2103,Nucleotide-binding
b2103,Reference proteome
b2103,Thiamine biosynthesis
b2103,Transferase
b2104,ATP-binding
b2104,Kinase
b2104,Magnesium
b2104,Metal-binding
b2104,Nucleotide-binding
b2104,Reference proteome
b2104,Thiamine biosynthesis
b2104,Transferase
b2105,Cytoplasm
b2105,DNA-binding
b2105,Reference proteome
b2105,Repressor
b2105,Transcription
b2105,Transcription regulation
b2106,Cell inner membrane
b2106,Cell membrane
b2106,Cobalt
b2106,Cobalt transport
b2106,Ion transport
b2106,Membrane
b2106,Nickel
b2106,Nickel transport
b2106,Reference proteome
b2106,Transmembrane
b2106,Transmembrane helix
b2106,Transport
b2107,Direct protein sequencing
b2107,Periplasm
b2107,Reference proteome
b2107,Signal
b2108,Reference proteome
b2108,Signal
b2109,Cell outer membrane
b2109,Disulfide bond
b2109,Fimbrium biogenesis
b2109,Membrane
b2109,Reference proteome
b2109,Signal
b2109,Transmembrane
b2109,Transmembrane beta strand
b2109,Transport
b2110,Chaperone
b2110,Fimbrium biogenesis
b2110,Immunoglobulin domain
b2110,Periplasm
b2110,Reference proteome
b2110,Signal
b2111,Reference proteome
b2111,Signal
b2112,Reference proteome
b2112,Signal
b2113,ATP-binding
b2113,Hydrolase
b2113,Iron
b2113,Iron-sulfur
b2113,Metal-binding
b2113,Nucleotide-binding
b2113,Reference proteome
b2114,3D-structure
b2114,ATP-binding
b2114,Aminoacyl-tRNA synthetase
b2114,Cytoplasm
b2114,Direct protein sequencing
b2114,Ligase
b2114,Metal-binding
b2114,Nucleotide-binding
b2114,Protein biosynthesis
b2114,RNA-binding
b2114,Reference proteome
b2114,Zinc
b2114,tRNA-binding
b2115,Reference proteome
b2118,Reference proteome
b2119,Reference proteome
b2120,Reference proteome
b2121,Reference proteome
b2122,Metal-binding
b2122,Reference proteome
b2122,Repeat
b2122,Zinc
b2122,Zinc-finger
b2123,3D-structure
b2123,Cell membrane
b2123,Lipoprotein
b2123,Membrane
b2123,Palmitate
b2123,Reference proteome
b2123,Signal
b2124,Reference proteome
b2125,DNA-binding
b2125,Phosphoprotein
b2125,Reference proteome
b2125,Transcription
b2125,Transcription regulation
b2125,Two-component regulatory system
b2126,ATP-binding
b2126,Cell inner membrane
b2126,Cell membrane
b2126,Kinase
b2126,Membrane
b2126,Nucleotide-binding
b2126,Phosphoprotein
b2126,Reference proteome
b2126,Transferase
b2126,Transmembrane
b2126,Transmembrane helix
b2126,Two-component regulatory system
b2127,Activator
b2127,DNA-binding
b2127,Reference proteome
b2127,Transcription
b2127,Transcription regulation
b2128,Amino-acid transport
b2128,Cell inner membrane
b2128,Cell membrane
b2128,Membrane
b2128,Reference proteome
b2128,Transmembrane
b2128,Transmembrane helix
b2128,Transport
b2129,ATP-binding
b2129,Amino-acid transport
b2129,Nucleotide-binding
b2129,Reference proteome
b2129,Translocase
b2129,Transport
b2130,Amino-acid transport
b2130,Cell inner membrane
b2130,Cell membrane
b2130,Membrane
b2130,Reference proteome
b2130,Transmembrane
b2130,Transmembrane helix
b2130,Transport
b2131,3D-structure
b2131,Amino-acid transport
b2131,Periplasm
b2131,Reference proteome
b2131,Signal
b2131,Transport
b2132,Glycosidase
b2132,Hydrolase
b2132,Periplasm
b2132,Reference proteome
b2132,Signal
b2133,3D-structure
b2133,Cell inner membrane
b2133,Cell membrane
b2133,Direct protein sequencing
b2133,FAD
b2133,Flavoprotein
b2133,Membrane
b2133,Oxidoreductase
b2133,Quinone
b2133,Reference proteome
b2134,Cell shape
b2134,Cell wall biogenesis/degradation
b2134,Direct protein sequencing
b2134,Hydrolase
b2134,Peptidoglycan synthesis
b2134,Periplasm
b2134,Reference proteome
b2134,Signal
b2135,Cell inner membrane
b2135,Cell membrane
b2135,Membrane
b2135,Reference proteome
b2135,Transmembrane
b2135,Transmembrane helix
b2136,Cell inner membrane
b2136,Cell membrane
b2136,Membrane
b2136,Reference proteome
b2136,Transmembrane
b2136,Transmembrane helix
b2137,3D-structure
b2137,Oxidoreductase
b2137,Reference proteome
b2139,Antibiotic resistance
b2139,Cell outer membrane
b2139,Lipoprotein
b2139,Membrane
b2139,Palmitate
b2139,Reference proteome
b2139,Signal
b2139,Transmembrane
b2139,Transmembrane beta strand
b2140,3D-structure
b2140,FMN
b2140,Flavoprotein
b2140,NADP
b2140,Oxidoreductase
b2140,RNA-binding
b2140,Reference proteome
b2140,tRNA processing
b2140,tRNA-binding
b2141,Cell inner membrane
b2141,Cell membrane
b2141,Membrane
b2141,Reference proteome
b2141,Transmembrane
b2141,Transmembrane helix
b2142,Cell inner membrane
b2142,Cell membrane
b2142,Membrane
b2142,Reference proteome
b2142,Transmembrane
b2142,Transmembrane helix
b2143,3D-structure
b2143,Direct protein sequencing
b2143,Hydrolase
b2143,Metal-binding
b2143,Reference proteome
b2143,Zinc
b2144,Cell inner membrane
b2144,Cell membrane
b2144,Membrane
b2144,Reference proteome
b2144,Transmembrane
b2144,Transmembrane helix
b2145,Membrane
b2145,Reference proteome
b2145,Transmembrane
b2145,Transmembrane helix
b2146,Direct protein sequencing
b2146,NAD
b2146,Oxidoreductase
b2146,Reference proteome
b2147,4Fe-4S
b2147,Direct protein sequencing
b2147,Iron
b2147,Iron-sulfur
b2147,Metal-binding
b2147,NAD
b2147,Oxidoreductase
b2147,Reference proteome
b2147,Repeat
b2148,Cell inner membrane
b2148,Cell membrane
b2148,Membrane
b2148,Reference proteome
b2148,Sugar transport
b2148,Transmembrane
b2148,Transmembrane helix
b2148,Transport
b2149,ATP-binding
b2149,Cell inner membrane
b2149,Cell membrane
b2149,Membrane
b2149,Nucleotide-binding
b2149,Reference proteome
b2149,Repeat
b2149,Sugar transport
b2149,Translocase
b2149,Transport
b2150,3D-structure
b2150,Calcium
b2150,Chemotaxis
b2150,Direct protein sequencing
b2150,Metal-binding
b2150,Periplasm
b2150,Reference proteome
b2150,Signal
b2150,Sugar transport
b2150,Transport
b2151,DNA-binding
b2151,Direct protein sequencing
b2151,Reference proteome
b2151,Repressor
b2151,Transcription
b2151,Transcription regulation
b2152,Cell membrane
b2152,Membrane
b2152,Reference proteome
b2152,Transmembrane
b2152,Transmembrane helix
b2152,Transport
b2153,3D-structure
b2153,Allosteric enzyme
b2153,Direct protein sequencing
b2153,GTP-binding
b2153,Hydrolase
b2153,Metal-binding
b2153,Nucleotide-binding
b2153,One-carbon metabolism
b2153,Reference proteome
b2153,Zinc
b2154,Hydrolase
b2154,Reference proteome
b2154,Serine esterase
b2155,3D-structure
b2155,Cell outer membrane
b2155,Direct protein sequencing
b2155,Ion transport
b2155,Iron
b2155,Iron transport
b2155,Membrane
b2155,Receptor
b2155,Reference proteome
b2155,Signal
b2155,TonB box
b2155,Transmembrane
b2155,Transmembrane beta strand
b2155,Transport
b2156,Amino-acid transport
b2156,Cell inner membrane
b2156,Cell membrane
b2156,Direct protein sequencing
b2156,Membrane
b2156,Reference proteome
b2156,Transmembrane
b2156,Transmembrane helix
b2156,Transport
b2157,DNA-binding
b2157,Reference proteome
b2157,Transcription
b2157,Transcription regulation
b2158,Cell inner membrane
b2158,Cell membrane
b2158,Membrane
b2158,Reference proteome
b2158,Transmembrane
b2158,Transmembrane helix
b2159,3D-structure
b2159,DNA damage
b2159,DNA repair
b2159,Endonuclease
b2159,Hydrolase
b2159,Manganese
b2159,Metal-binding
b2159,Nuclease
b2159,Reference proteome
b2159,Zinc
b2160,Kinase
b2160,Reference proteome
b2160,Transferase
b2161,Cell inner membrane
b2161,Cell membrane
b2161,Membrane
b2161,Reference proteome
b2161,Transmembrane
b2161,Transmembrane helix
b2161,Transport
b2162,3D-structure
b2162,Calcium
b2162,Glycosidase
b2162,Hydrolase
b2162,Metal-binding
b2162,Reference proteome
b2163,4Fe-4S
b2163,Activator
b2163,Cytoplasm
b2163,DNA-binding
b2163,Iron
b2163,Iron-sulfur
b2163,Metal-binding
b2163,Reference proteome
b2163,Repressor
b2163,Transcription
b2163,Transcription regulation
b2164,Cell inner membrane
b2164,Cell membrane
b2164,Membrane
b2164,Reference proteome
b2164,Transmembrane
b2164,Transmembrane helix
b2164,Transport
b2165,3D-structure
b2165,Glycosidase
b2165,Hydrolase
b2165,Lyase
b2165,Manganese
b2165,Metal-binding
b2165,Reference proteome
b2166,ATP-binding
b2166,Kinase
b2166,Nucleotide-binding
b2166,Reference proteome
b2166,Transferase
b2167,Cell inner membrane
b2167,Cell membrane
b2167,Direct protein sequencing
b2167,Kinase
b2167,Membrane
b2167,Phosphoprotein
b2167,Phosphotransferase system
b2167,Reference proteome
b2167,Repeat
b2167,Sugar transport
b2167,Transferase
b2167,Transmembrane
b2167,Transmembrane helix
b2167,Transport
b2168,ATP-binding
b2168,Kinase
b2168,Nucleotide-binding
b2168,Reference proteome
b2168,Transferase
b2169,Cytoplasm
b2169,Kinase
b2169,Phosphoprotein
b2169,Phosphotransferase system
b2169,Reference proteome
b2169,Sugar transport
b2169,Transferase
b2169,Transport
b2170,Cell inner membrane
b2170,Cell membrane
b2170,Membrane
b2170,Reference proteome
b2170,Sugar transport
b2170,Transmembrane
b2170,Transmembrane helix
b2170,Transport
b2171,Reference proteome
b2172,NAD
b2172,Oxidoreductase
b2172,Reference proteome
b2173,GTP-binding
b2173,Hydrolase
b2173,Metal-binding
b2173,Nucleotide-binding
b2173,Reference proteome
b2173,Zinc
b2174,Cell inner membrane
b2174,Cell membrane
b2174,Lipopolysaccharide biosynthesis
b2174,Membrane
b2174,Reference proteome
b2174,Transferase
b2174,Transmembrane
b2174,Transmembrane helix
b2175,3D-structure
b2175,Cell outer membrane
b2175,Cell wall biogenesis/degradation
b2175,Hydrolase
b2175,Lipoprotein
b2175,Membrane
b2175,Palmitate
b2175,Protease
b2175,Reference proteome
b2175,Signal
b2175,Thiol protease
b2176,Cell inner membrane
b2176,Cell membrane
b2176,Hydrolase
b2176,Membrane
b2176,Reference proteome
b2176,Transmembrane
b2176,Transmembrane helix
b2176,c-di-GMP
b2177,Reference proteome
b2177,Signal
b2178,Cell inner membrane
b2178,Cell membrane
b2178,Membrane
b2178,Reference proteome
b2178,Transmembrane
b2178,Transmembrane helix
b2178,Transport
b2179,Cell inner membrane
b2179,Cell membrane
b2179,Membrane
b2179,Reference proteome
b2179,Transmembrane
b2179,Transmembrane helix
b2179,Transport
b2180,ATP-binding
b2180,Nucleotide-binding
b2180,Reference proteome
b2180,Repeat
b2180,Transport
b2181,3D-structure
b2181,Reference proteome
b2182,Antibiotic resistance
b2182,Cell inner membrane
b2182,Cell membrane
b2182,Membrane
b2182,Peptide transport
b2182,Protein transport
b2182,Reference proteome
b2182,Transmembrane
b2182,Transmembrane helix
b2182,Transport
b2183,3D-structure
b2183,Direct protein sequencing
b2183,Isomerase
b2183,RNA-binding
b2183,Reference proteome
b2183,rRNA processing
b2184,3D-structure
b2184,ATP-binding
b2184,DNA damage
b2184,DNA repair
b2184,DNA-binding
b2184,Helicase
b2184,Hydrolase
b2184,Metal-binding
b2184,Nucleotide-binding
b2184,Reference proteome
b2184,Zinc
b2185,3D-structure
b2185,Direct protein sequencing
b2185,RNA-binding
b2185,Reference proteome
b2185,Ribonucleoprotein
b2185,Ribosomal protein
b2185,rRNA-binding
b2186,Cytoplasm
b2186,Direct protein sequencing
b2186,Reference proteome
b2187,3D-structure
b2187,Reference proteome
b2188,3D-structure
b2188,Cell inner membrane
b2188,Cell membrane
b2188,Membrane
b2188,Reference proteome
b2188,Transmembrane
b2188,Transmembrane helix
b2190,Cell outer membrane
b2190,Membrane
b2190,Reference proteome
b2190,Signal
b2190,Transmembrane
b2190,Transmembrane beta strand
b2192,DNA recombination
b2192,DNA-binding
b2192,Reference proteome
b2192,Transposable element
b2192,Transposition
b2193,ATP-binding
b2193,Activator
b2193,DNA-binding
b2193,Nitrate assimilation
b2193,Nucleotide-binding
b2193,Phosphoprotein
b2193,Reference proteome
b2193,Repressor
b2193,Transcription
b2193,Transcription regulation
b2193,Two-component regulatory system
b2194,Cell inner membrane
b2194,Cell membrane
b2194,Cytochrome c-type biogenesis
b2194,Heme
b2194,Iron
b2194,Membrane
b2194,Metal-binding
b2194,Reference proteome
b2194,Repeat
b2194,Signal
b2194,TPR repeat
b2194,Transmembrane
b2194,Transmembrane helix
b2195,3D-structure
b2195,Cell inner membrane
b2195,Cell membrane
b2195,Cytochrome c-type biogenesis
b2195,Direct protein sequencing
b2195,Disulfide bond
b2195,Membrane
b2195,Redox-active center
b2195,Reference proteome
b2195,Transmembrane
b2195,Transmembrane helix
b2196,Cell inner membrane
b2196,Cell membrane
b2196,Cytochrome c-type biogenesis
b2196,Membrane
b2196,Reference proteome
b2196,Transmembrane
b2196,Transmembrane helix
b2197,3D-structure
b2197,Cell inner membrane
b2197,Cell membrane
b2197,Cytochrome c-type biogenesis
b2197,Direct protein sequencing
b2197,Heme
b2197,Iron
b2197,Membrane
b2197,Metal-binding
b2197,Reference proteome
b2197,Signal-anchor
b2197,Transmembrane
b2197,Transmembrane helix
b2198,Cell inner membrane
b2198,Cell membrane
b2198,Cytochrome c-type biogenesis
b2198,Membrane
b2198,Reference proteome
b2198,Transmembrane
b2198,Transmembrane helix
b2198,Transport
b2199,Cell inner membrane
b2199,Cell membrane
b2199,Cytochrome c-type biogenesis
b2199,Membrane
b2199,Reference proteome
b2199,Transmembrane
b2199,Transmembrane helix
b2199,Transport
b2200,Cell inner membrane
b2200,Cell membrane
b2200,Cytochrome c-type biogenesis
b2200,Membrane
b2200,Reference proteome
b2200,Transmembrane
b2200,Transmembrane helix
b2200,Transport
b2201,ATP-binding
b2201,Cell inner membrane
b2201,Cell membrane
b2201,Cytochrome c-type biogenesis
b2201,Membrane
b2201,Nucleotide-binding
b2201,Reference proteome
b2201,Translocase
b2201,Transport
b2202,Cell inner membrane
b2202,Cell membrane
b2202,Electron transport
b2202,Heme
b2202,Iron
b2202,Membrane
b2202,Metal-binding
b2202,Reference proteome
b2202,Transmembrane
b2202,Transmembrane helix
b2202,Transport
b2203,Direct protein sequencing
b2203,Electron transport
b2203,Heme
b2203,Iron
b2203,Metal-binding
b2203,Periplasm
b2203,Reference proteome
b2203,Signal
b2203,Transport
b2204,4Fe-4S
b2204,Cell inner membrane
b2204,Cell membrane
b2204,Electron transport
b2204,Iron
b2204,Iron-sulfur
b2204,Membrane
b2204,Metal-binding
b2204,Reference proteome
b2204,Repeat
b2204,Transmembrane
b2204,Transmembrane helix
b2204,Transport
b2205,4Fe-4S
b2205,Electron transport
b2205,Iron
b2205,Iron-sulfur
b2205,Metal-binding
b2205,Periplasm
b2205,Reference proteome
b2205,Repeat
b2205,Signal
b2205,Transport
b2206,3D-structure
b2206,4Fe-4S
b2206,Direct protein sequencing
b2206,Electron transport
b2206,Iron
b2206,Iron-sulfur
b2206,Metal-binding
b2206,Molybdenum
b2206,Nitrate assimilation
b2206,Oxidoreductase
b2206,Periplasm
b2206,Reference proteome
b2206,Signal
b2206,Transport
b2207,3D-structure
b2207,Chaperone
b2207,Cytoplasm
b2207,Reference proteome
b2208,4Fe-4S
b2208,Cytoplasm
b2208,Direct protein sequencing
b2208,Iron
b2208,Iron-sulfur
b2208,Metal-binding
b2208,Reference proteome
b2208,Repeat
b2209,3D-structure
b2209,Direct protein sequencing
b2209,Disulfide bond
b2209,Periplasm
b2209,Protease inhibitor
b2209,Reference proteome
b2209,Serine protease inhibitor
b2209,Signal
b2210,FAD
b2210,Flavoprotein
b2210,Oxidoreductase
b2210,Reference proteome
b2210,Tricarboxylic acid cycle
b2211,ATP-binding
b2211,Antibiotic resistance
b2211,Cell inner membrane
b2211,Cell membrane
b2211,Membrane
b2211,Nucleotide-binding
b2211,Reference proteome
b2211,Transmembrane
b2211,Transmembrane helix
b2211,Transport
b2212,3D-structure
b2212,DNA damage
b2212,DNA repair
b2212,Dioxygenase
b2212,Direct protein sequencing
b2212,Iron
b2212,Metal-binding
b2212,Oxidoreductase
b2212,Reference proteome
b2213,3D-structure
b2213,Activator
b2213,DNA damage
b2213,DNA repair
b2213,DNA-binding
b2213,Direct protein sequencing
b2213,Metal-binding
b2213,Methyltransferase
b2213,Multifunctional enzyme
b2213,Reference proteome
b2213,Transcription
b2213,Transcription regulation
b2213,Transferase
b2213,Zinc
b2214,3D-structure
b2214,Cell inner membrane
b2214,Cell membrane
b2214,FAD
b2214,Flavoprotein
b2214,Lipoprotein
b2214,Magnesium
b2214,Membrane
b2214,Metal-binding
b2214,Palmitate
b2214,Reference proteome
b2214,Signal
b2214,Transferase
b2215,3D-structure
b2215,Cell outer membrane
b2215,Direct protein sequencing
b2215,Ion transport
b2215,Magnesium
b2215,Membrane
b2215,Metal-binding
b2215,Porin
b2215,Reference proteome
b2215,Signal
b2215,Stress response
b2215,Transmembrane
b2215,Transmembrane beta strand
b2215,Transport
b2216,3D-structure
b2216,ATP-binding
b2216,Cell inner membrane
b2216,Cell membrane
b2216,Kinase
b2216,Membrane
b2216,Nucleotide-binding
b2216,Phosphoprotein
